id	source	nvrtc-o3_classification	nvrtc-o3_return_code	nvrtc-o3_executed	nvrtc-o3_passed	nvrtc-o3_ignored	nvvm-o0_classification	nvvm-o0_return_code	nvvm-o0_executed	nvvm-o0_passed	nvvm-o0_ignored	nvvm-o3_classification	nvvm-o3_return_code	nvvm-o3_executed	nvvm-o3_passed	nvvm-o3_ignored	evidence_status
compute/half-vector-compare.slang#cuda-1	compute/half-vector-compare.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/ieee754-mixed-type-nan-comparisons.slang#cuda-1	compute/ieee754-mixed-type-nan-comparisons.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/int-generic.slang#cuda-1	compute/int-generic.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/interface-assoc-type-param.slang#cuda-1	compute/interface-assoc-type-param.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/interface-func-param-in-struct.slang#cuda-1	compute/interface-func-param-in-struct.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/kernel-context-threading.slang#cuda-1	compute/kernel-context-threading.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/kernel-context-threading.slang#cuda-2	compute/kernel-context-threading.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/logic-no-short-circuit-evaluation.slang#cuda-1	compute/logic-no-short-circuit-evaluation.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/logic-short-circuit-evaluation.slang#cuda-1	compute/logic-short-circuit-evaluation.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/loop-unroll.slang#cuda-1	compute/loop-unroll.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/matrix-layout-structured-buffer.slang#cuda-1	compute/matrix-layout-structured-buffer.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/mutating-and-inout.slang#cuda-1	compute/mutating-and-inout.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/nested-assoc-types.slang#cuda-1	compute/nested-assoc-types.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/non-square-row-major.slang#cuda-1	compute/non-square-row-major.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/pack-any-value-16bit.slang#cuda-1	compute/pack-any-value-16bit.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/pack-any-value-8bit.slang#cuda-1	compute/pack-any-value-8bit.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/parameter-block.slang#cuda-1	compute/parameter-block.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/reinterpret-structured-buffer.slang#cuda-1	compute/reinterpret-structured-buffer.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/row-major.slang#cuda-1	compute/row-major.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/rw-texture-simple.slang#cuda-1	compute/rw-texture-simple.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/simple-interface-parameter.slang#cuda-1	compute/simple-interface-parameter.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/simple.slang#cuda-1	compute/simple.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/struct-default-init.slang#cuda-1	compute/struct-default-init.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/struct-in-generic.slang#cuda-1	compute/struct-in-generic.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/structured-buffer-load.slang#cuda-1	compute/structured-buffer-load.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/structured-buffer-of-matrices.slang#cuda-1	compute/structured-buffer-of-matrices.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/structured-buffer-of-struct.slang#cuda-1	compute/structured-buffer-of-struct.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/structured-buffer-swizzle-store.slang#cuda-1	compute/structured-buffer-swizzle-store.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/switch-stmt.slang#cuda-1	compute/switch-stmt.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/texture-get-dimensions-cuda.slang#cuda-1	compute/texture-get-dimensions-cuda.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/texture-simple.slang#cuda-1	compute/texture-simple.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/texture-simpler.slang#cuda-1	compute/texture-simpler.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/texture-subscript-cuda.slang#cuda-1	compute/texture-subscript-cuda.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/texture-subscript-uint-cuda.slang#cuda-1	compute/texture-subscript-uint-cuda.slang	correct	0	1	1	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
compute/texture-subscript.slang#cuda-1	compute/texture-subscript.slang	infrastructure	1	1	0	0	correct	0	1	1	0	correct	0	1	1	0	fresh-linux-l4-cuda12.9-sm80-relwithdebinfo-slice-204-full
